timestamp_utc,ticker,entry_date,exit_date,entry_price,exit_price,direction,structure,confidence_score,technical_total,sentiment_total,news_total,holding_days,pnl_dollars,pnl_pct,outcome,signal_key
2026-08-19T06:29:53.608488+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:29:53.616314+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:29:53.618259+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:29:53.629919+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:31:16.020368+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:31:16.025256+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:31:16.032710+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:31:16.034856+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:31:16.047845+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:33:35.533629+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:33:35.540484+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:33:35.550788+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:33:35.553493+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:33:35.566247+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T08:41:30.038402+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T08:41:30.043078+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T08:41:30.049700+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T08:41:30.051222+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T08:41:30.060602+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:12:23.237613+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:12:23.244399+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:12:23.254761+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:12:23.256798+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:12:23.269076+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:16:53.047748+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:16:53.055849+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:16:53.066670+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:16:53.068590+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:16:53.083062+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:22:16.379141+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:22:16.383320+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:22:16.389673+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:22:16.391141+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:22:16.399920+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:26:15.117767+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:26:15.122141+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:26:15.128708+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:26:15.130253+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:26:15.139506+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:27:30.972169+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:27:30.976727+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:27:30.984451+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:27:30.986023+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:27:30.996361+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:31:42.843898+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:31:42.848074+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:31:42.855105+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:31:42.856620+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:31:42.865810+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:34:07.162050+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:34:07.166234+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:34:07.172623+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:34:07.174121+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:34:07.182909+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:39:36.977898+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:39:36.982815+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:39:36.989551+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:39:36.991416+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:39:37.001201+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:40:41.891806+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:40:41.896417+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:40:41.902635+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:40:41.904324+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:40:41.913174+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:42:32.759243+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:42:32.763335+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:42:32.769956+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:42:32.771550+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:42:32.782024+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:43:38.263648+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:43:38.267799+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:43:38.274054+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:43:38.275553+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:43:38.286400+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:48:48.652706+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:48:48.656906+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:48:48.663356+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T09:48:48.664820+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T09:48:48.673797+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
